"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"9486",4897907455,"Lucian & Maokai",200,TRUE,FALSE,TRUE,3,6,9,3,6,13,"Lucian","Maokai",2.33,14443.5,42,16186,9411,4.5
"9487",4897909744,"Kai'Sa & Pantheon",100,TRUE,FALSE,TRUE,15,3,9,2,8,17,"Kai'Sa","Pantheon",3.91,21097,55,20589,14154,7
"9488",4897909744,"Miss Fortune & Leona",200,FALSE,FALSE,FALSE,4,6,11,5,7,11,"Miss Fortune","Leona",2.38,15380.5,45,16542.5,10693.5,10.5
"9489",4897941304,"Jhin & Thresh",100,FALSE,FALSE,TRUE,1,6,2,1,6,2,"Jhin","Thresh",0.5,8205,25.5,12575.5,6637.5,6.5
"9490",4897941304,"Miss Fortune & Alistar",200,TRUE,FALSE,FALSE,13,1,7,1,1,18,"Miss Fortune","Alistar",19.5,15492,36,13954.5,10361.5,4.5
"9491",4897954807,"Mordekaiser & Maokai",100,FALSE,FALSE,TRUE,15,12,6,3,7,31,"Mordekaiser","Maokai",2.89,28721.5,61,43751,14335,7
"9492",4897954807,"Yone & Pantheon",200,TRUE,TRUE,FALSE,15,10,15,10,14,17,"Yone","Pantheon",2.38,39300.5,62,39326.5,17910,7.5
"9493",4897957445,"Ezreal & Yuumi",100,TRUE,FALSE,FALSE,1,1,2,1,3,8,"Ezreal","Yuumi",3,6167.5,26.5,5641.5,6310.5,3
"9494",4897957445,"Jhin & Thresh",200,FALSE,FALSE,TRUE,3,2,2,3,2,5,"Jhin","Thresh",3.25,8480.5,29,11749,7177.5,3.5
"9495",4897964349,"Aphelios & Nami",100,TRUE,FALSE,TRUE,6,10,6,2,5,17,"Aphelios","Nami",2.07,11073,37,16025.5,9557,5.5
"9496",4897964349,"Orianna & Leona",200,FALSE,FALSE,FALSE,6,4,4,3,4,10,"Orianna","Leona",2.88,9723.5,38.5,11271.5,7944,9
"9497",4897968765,"Kai'Sa & Lulu",100,TRUE,FALSE,FALSE,5,5,8,0,1,16,"Kai'Sa","Lulu",4.83,12171.5,45.5,14541,10548,6
"9498",4897968765,"Aphelios & Galio",200,FALSE,FALSE,TRUE,4,7,6,2,5,9,"Aphelios","Galio",1.75,13787,51,20778.5,9526.5,8
"9499",4897999570,"Aphelios & Thresh",100,TRUE,FALSE,FALSE,13,11,10,3,8,28,"Aphelios","Thresh",2.84,22641.5,81,29244,15996,16
"9500",4897999570,"Jhin & Pantheon",200,FALSE,FALSE,TRUE,14,5,16,1,13,16,"Jhin","Pantheon",2.61,30057.5,96.5,32170,16416.5,11
"9501",4898007830,"Yasuo & Nautilus",100,TRUE,TRUE,TRUE,8,3,8,1,4,18,"Yasuo","Nautilus",5,11874.5,41.5,13508.5,9971.5,5
"9502",4898007830,"Jhin & Taric",200,FALSE,TRUE,FALSE,7,6,4,2,7,13,"Jhin","Taric",2,11829.5,36.5,17017,9311.5,6
"9503",4898049337,"Ezreal & Yuumi",100,FALSE,FALSE,FALSE,1,11,0,0,5,1,"Ezreal","Yuumi",0.12,3410,15.5,9523.5,4681.5,1
"9504",4898049337,"Jhin & Leona",200,TRUE,TRUE,TRUE,12,2,4,2,1,12,"Jhin","Leona",10,8446,21,8365.5,9147.5,3
"9505",4898052912,"Lucian & Thresh",100,TRUE,FALSE,FALSE,8,3,6,3,4,16,"Lucian","Thresh",4.71,12797.5,52.5,12339.5,10243.5,4
"9506",4898052912,"Kai'Sa & Blitzcrank",200,FALSE,FALSE,TRUE,5,2,3,1,6,7,"Kai'Sa","Blitzcrank",2,10421,37.5,17858,9184,5.5
"9507",4898054680,"Yone & Maokai",100,FALSE,FALSE,TRUE,4,5,2,4,11,9,"Yone","Maokai",1.19,15619,35.5,21298,10702.5,4.5
"9508",4898054680,"Samira & Nautilus",200,TRUE,FALSE,FALSE,17,4,8,2,5,21,"Samira","Nautilus",5.33,14668,37.5,20307,13287.5,6
"9509",4898063846,"Samira & Thresh",100,TRUE,FALSE,TRUE,4,3,13,3,3,14,"Samira","Thresh",5.67,8591,45.5,14055.5,9680.5,5.5
"9510",4898063846,"Lucian & Yuumi",200,FALSE,FALSE,FALSE,4,5,3,2,6,8,"Lucian","Yuumi",1.55,9776.5,36,13191,8417.5,2
"9511",4898120433,"Lucian & Maokai",100,FALSE,FALSE,FALSE,6,8,11,4,8,11,"Lucian","Maokai",2,26241.5,64,26050,12830.5,5
"9512",4898120433,"Jhin & Nautilus",200,TRUE,FALSE,TRUE,12,7,6,0,7,15,"Jhin","Nautilus",2.36,17623,59.5,24300.5,13546,5.5
"9513",4898182695,"Lucian & Leona",100,FALSE,FALSE,TRUE,6,7,6,3,9,15,"Lucian","Leona",1.88,15154.5,43,22216.5,9455.5,7.5
"9514",4898182695,"Ashe & Alistar",200,TRUE,FALSE,FALSE,11,7,11,2,6,29,"Ashe","Alistar",4.08,17809,46.5,22119,11926.5,4
"9515",4898186247,"Orianna & Pyke",100,FALSE,FALSE,FALSE,3,4,10,5,7,5,"Orianna","Pyke",2.09,10719,55,11244.5,8380,3
"9516",4898186247,"Samira & Sett",200,TRUE,FALSE,TRUE,14,5,10,1,3,19,"Samira","Sett",5.5,17287.5,33.5,17458,10499.5,7.5
"9517",4898197842,"Samira & Sett",100,FALSE,FALSE,FALSE,2,9,6,4,7,4,"Samira","Sett",1,7869,31.5,18157.5,7210,5.5
"9518",4898197842,"Varus & Leona",200,TRUE,FALSE,TRUE,9,4,10,5,1,18,"Varus","Leona",8.4,11492.5,42.5,11813.5,10183.5,5.5
"9519",4898232650,"Samira & Nautilus",100,FALSE,FALSE,TRUE,7,11,6,1,12,10,"Samira","Nautilus",1.04,17492.5,35.5,26508,9945,5
"9520",4898232650,"Ezreal & Alistar",200,TRUE,FALSE,FALSE,8,5,15,4,4,24,"Ezreal","Alistar",5.67,19601.5,56,24325,11724,6.5
"9521",4898242252,"Samira & Thresh",100,FALSE,FALSE,TRUE,2,6,3,0,5,8,"Samira","Thresh",1.18,6285,32.5,14862.5,6298,4
"9522",4898242252,"Caitlyn & Morgana",200,TRUE,FALSE,FALSE,8,1,8,2,0,18,"Caitlyn","Morgana",36,14585,29.5,9100.5,10081.5,2.5
"9523",4898256806,"Samira & Sett",100,FALSE,TRUE,FALSE,9,6,5,2,4,9,"Samira","Sett",2.5,12891,23,19531,9823.5,5
"9524",4898256806,"Syndra & Gragas",200,TRUE,TRUE,TRUE,13,1,8,2,6,10,"Syndra","Gragas",4.71,18150.5,20.5,14977.5,10718,3.5
"9525",4898256902,"Lucian & Alistar",100,TRUE,FALSE,TRUE,8,5,7,5,2,12,"Lucian","Alistar",4.57,11273,59.5,24134.5,11068.5,6.5
"9526",4898256902,"Miss Fortune & Maokai",200,FALSE,FALSE,FALSE,2,5,4,2,6,3,"Miss Fortune","Maokai",1,15978,53,16508.5,10191,5.5
"9527",4898332778,"Ezreal & Maokai",100,FALSE,FALSE,FALSE,5,8,6,0,7,8,"Ezreal","Maokai",1.27,12302,20,17009,6926.5,2.5
"9528",4898332778,"Jhin & Brand",200,TRUE,FALSE,TRUE,6,3,5,3,5,7,"Jhin","Brand",2.62,12440.5,23,11637,8832,3
"9529",4898372161,"Vayne & Rakan",100,TRUE,FALSE,FALSE,8,4,7,3,5,14,"Vayne","Rakan",3.56,12986.5,54,16395.5,10856,6
"9530",4898372161,"Syndra & Blitzcrank",200,FALSE,FALSE,TRUE,2,9,5,1,3,6,"Syndra","Blitzcrank",1.17,10599.5,35,13522.5,7394.5,8
"9531",4898372365,"Aphelios & Sett",100,FALSE,FALSE,FALSE,5,4,8,2,3,13,"Aphelios","Sett",4,15451,59.5,19904,11078,7
"9532",4898372365,"Syndra & Thresh",200,TRUE,FALSE,TRUE,6,5,7,1,8,10,"Syndra","Thresh",1.85,13258,51,18254,10626.5,8.5
"9533",4898406981,"Miss Fortune & Vel'Koz",100,FALSE,FALSE,TRUE,7,6,8,7,4,12,"Miss Fortune","Vel'Koz",3.4,24844.5,54,15200.5,12891,4.5
"9534",4898406981,"Kog'Maw & Lulu",200,TRUE,FALSE,FALSE,8,8,2,1,5,13,"Kog'Maw","Lulu",1.85,12961.5,35,17746.5,10632,0
"9535",4898418436,"Kai'Sa & Lulu",100,FALSE,FALSE,TRUE,4,6,3,1,6,4,"Kai'Sa","Lulu",1,10499,45,14621.5,8079,5.5
"9536",4898418436,"Jhin & Galio",200,TRUE,FALSE,FALSE,8,3,9,4,1,13,"Jhin","Galio",8.5,11861.5,30,13142,9859,5
"9537",4898585185,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,1,3,2,2,3,3,"Aphelios","Thresh",1.33,3617,25,5645.5,6418.5,3
"9538",4898585185,"Yasuo & Blitzcrank",200,TRUE,FALSE,TRUE,1,4,4,1,1,6,"Yasuo","Blitzcrank",2.4,4202.5,20.5,8214.5,6111.5,2.5
"9539",4898592056,"Kai'Sa & Yuumi",100,FALSE,FALSE,TRUE,0,7,4,2,6,2,"Kai'Sa","Yuumi",0.62,8791,35.5,10254.5,6512,7
"9540",4898592056,"Yone & Thresh",200,TRUE,FALSE,FALSE,11,0,10,0,2,21,"Yone","Thresh",21,17062.5,32,14637,9432,2.5
"9541",4898601848,"Samira & Sett",100,FALSE,FALSE,TRUE,5,10,11,2,14,8,"Samira","Sett",1.08,16072,31.5,24273.5,8228,6.5
"9542",4898601848,"Draven & Taric",200,TRUE,FALSE,FALSE,7,7,19,2,10,32,"Draven","Taric",3.53,15397,35.5,27145,10826.5,3.5
"9543",4898632223,"Lucian & Pyke",100,TRUE,FALSE,TRUE,6,3,9,2,4,8,"Lucian","Pyke",3.57,11367.5,113.5,16206,13500.5,5
"9544",4898632223,"Orianna & Soraka",200,FALSE,FALSE,FALSE,1,6,1,0,9,6,"Orianna","Soraka",0.53,7259.5,49.5,15841.5,9370,9
"9545",4898706744,"Miss Fortune & Maokai",100,TRUE,TRUE,TRUE,20,2,13,4,4,20,"Miss Fortune","Maokai",9.5,36844.5,89.5,29415.5,17275.5,11
"9546",4898706744,"Kai'Sa & Gragas",200,FALSE,TRUE,FALSE,2,10,9,3,11,7,"Kai'Sa","Gragas",1,17703,64,30824,12106,5.5
"9547",4898747136,"Jhin & Alistar",100,FALSE,FALSE,FALSE,6,4,10,1,6,18,"Jhin","Alistar",3.5,12926.5,48.5,22394.5,11240.5,8
"9548",4898747136,"Kai'Sa & Nautilus",200,TRUE,FALSE,TRUE,10,4,7,2,6,15,"Kai'Sa","Nautilus",3.4,16511.5,70,18217.5,12705.5,8
"9549",4898800984,"Samira & Nautilus",100,TRUE,FALSE,FALSE,8,8,9,2,8,18,"Samira","Nautilus",2.31,12492,45,21674.5,11048,4
"9550",4898800984,"Miss Fortune & Sett",200,FALSE,FALSE,TRUE,11,6,9,2,6,13,"Miss Fortune","Sett",2.92,17332,46.5,19467,10676.5,2.5
"9551",4898803856,"Jhin & Morgana",100,TRUE,FALSE,FALSE,4,1,9,3,5,13,"Jhin","Morgana",4.83,12869,64,12954.5,11151,6.5
"9552",4898803856,"Lucian & Nautilus",200,FALSE,FALSE,TRUE,5,2,2,0,8,5,"Lucian","Nautilus",1.2,8363.5,70.5,16042,10100.5,9.5
"9553",4898867933,"Kai'Sa & Thresh",100,FALSE,FALSE,FALSE,2,5,4,0,6,0,"Kai'Sa","Thresh",0.55,5311.5,6.5,9084.5,5021,9.5
"9554",4898867933,"Vayne & Maokai",200,TRUE,FALSE,TRUE,5,1,8,0,2,11,"Vayne","Maokai",8,8442,21.5,9859,8203.5,1.5
"9555",4898873751,"Jhin & Shen",100,FALSE,TRUE,TRUE,7,9,2,1,5,3,"Jhin","Shen",0.93,6470,21.5,12768,8729.5,2.5
"9556",4898873751,"Lucian & Pantheon",200,TRUE,TRUE,FALSE,5,5,2,6,4,14,"Lucian","Pantheon",3,10228.5,37,13588,8916,5.5
"9557",4898947404,"Aphelios & Maokai",100,TRUE,FALSE,TRUE,6,3,3,2,6,9,"Aphelios","Maokai",2.22,9714,32.5,13142,8937,5
"9558",4898947404,"Miss Fortune & Alistar",200,FALSE,TRUE,FALSE,6,3,3,1,5,14,"Miss Fortune","Alistar",3,9959,37.5,14564.5,8637.5,5.5
"9559",4898948273,"Miss Fortune & Pantheon",100,FALSE,FALSE,FALSE,1,8,6,3,6,4,"Miss Fortune","Pantheon",1,7347,27.5,10877.5,6312.5,5
"9560",4898948273,"Syndra & Pyke",200,TRUE,FALSE,TRUE,2,3,5,12,2,4,"Syndra","Pyke",4.6,13270.5,46.5,10647.5,10312.5,6
"9561",4898964026,"Kai'Sa & Rakan",100,TRUE,FALSE,FALSE,5,5,5,1,5,14,"Kai'Sa","Rakan",2.5,8557,32.5,12715,8432.5,6.5
"9562",4898964026,"Jhin & Pyke",200,FALSE,FALSE,TRUE,2,5,8,8,7,9,"Jhin","Pyke",2.25,9098.5,36.5,15353.5,9911.5,4
"9563",4898972969,"Jhin & Nautilus",100,TRUE,FALSE,TRUE,9,5,13,1,7,14,"Jhin","Nautilus",3.08,17173.5,48,18305.5,10696.5,5
"9564",4898972969,"Kai'Sa & Maokai",200,FALSE,FALSE,FALSE,7,6,6,3,5,15,"Kai'Sa","Maokai",2.82,14804.5,24.5,19822.5,10798.5,3.5
"9565",4898989353,"Syndra & Leona",100,FALSE,FALSE,FALSE,1,7,3,1,6,10,"Syndra","Leona",1.15,9451,44,13596,6313,6
"9566",4898989353,"Ezreal & Alistar",200,TRUE,FALSE,TRUE,5,3,11,3,3,17,"Ezreal","Alistar",6,12684,26.5,12709,7895.5,5
"9567",4898993569,"Samira & Janna",100,FALSE,FALSE,FALSE,0,5,0,0,9,4,"Samira","Janna",0.29,4365.5,14.5,12867,4878,2.5
"9568",4898993569,"Kai'Sa & Alistar",200,TRUE,TRUE,TRUE,9,1,1,4,1,12,"Kai'Sa","Alistar",13,9648,27,9748,8582.5,3
"9569",4898998173,"Jhin & Maokai",100,FALSE,FALSE,FALSE,1,6,4,2,6,5,"Jhin","Maokai",1,5846.5,18,9613.5,6099.5,1.5
"9570",4898998173,"Yone & Malphite",200,TRUE,FALSE,TRUE,4,3,2,3,4,6,"Yone","Malphite",2.14,7197,22.5,10712.5,9011,4
"9571",4899006724,"Vayne & Thresh",100,FALSE,FALSE,FALSE,6,9,2,2,4,6,"Vayne","Thresh",1.23,6500,27,11521,7088,5.5
"9572",4899006724,"Lucian & Lulu",200,TRUE,FALSE,TRUE,8,2,2,3,3,9,"Lucian","Lulu",4.4,10322,28.5,8569.5,10044,3.5
"9573",4899060491,"Miss Fortune & Bard",100,FALSE,FALSE,TRUE,2,4,5,0,6,5,"Miss Fortune","Bard",1.2,8581.5,51.5,14751.5,6741.5,4.5
"9574",4899060491,"Jhin & Leona",200,TRUE,FALSE,FALSE,7,3,10,1,4,13,"Jhin","Leona",4.43,10652.5,45.5,13400,9485,5
"9575",4899068588,"Ezreal & Alistar",100,TRUE,FALSE,FALSE,4,2,5,1,5,6,"Ezreal","Alistar",2.29,11163.5,43.5,17709,9432.5,6.5
"9576",4899068588,"Miss Fortune & Galio",200,FALSE,FALSE,TRUE,4,4,5,1,3,6,"Miss Fortune","Galio",2.29,14096.5,63,14039.5,10423.5,10
"9577",4899074536,"Kai'Sa & Thresh",100,TRUE,FALSE,FALSE,13,1,8,1,4,14,"Kai'Sa","Thresh",7.2,9911,32,9197,8634,3
"9578",4899074536,"Samira & Alistar",200,FALSE,FALSE,TRUE,4,6,0,0,11,6,"Samira","Alistar",0.59,4669,23.5,13589,6044.5,3
"9579",4899079383,"Kai'Sa & Thresh",100,FALSE,FALSE,FALSE,10,11,14,2,11,22,"Kai'Sa","Thresh",2.18,22553,58,33500.5,14245,7.5
"9580",4899079383,"Jhin & Senna",200,TRUE,FALSE,TRUE,9,8,22,5,8,32,"Jhin","Senna",4.25,26313.5,62,21556.5,15339.5,5
"9581",4899102778,"Tristana & Leona",100,TRUE,FALSE,FALSE,9,2,4,1,3,13,"Tristana","Leona",5.4,9827.5,24.5,12412,7980,4.5
"9582",4899102778,"Miss Fortune & Gragas",200,FALSE,FALSE,TRUE,4,5,1,0,8,4,"Miss Fortune","Gragas",0.69,8272.5,29.5,12413,6172.5,5.5
"9583",4899158677,"Vayne & Leona",100,TRUE,FALSE,TRUE,9,0,3,2,3,10,"Vayne","Leona",8,7939,33.5,9094,8542,4
"9584",4899158677,"Jhin & Pantheon",200,FALSE,FALSE,FALSE,1,1,3,3,5,2,"Jhin","Pantheon",1.5,4537.5,25.5,6468.5,6653.5,4
"9585",4899183656,"Miss Fortune & Maokai",100,FALSE,FALSE,FALSE,2,1,1,0,6,3,"Miss Fortune","Maokai",0.86,11432,34.5,10715.5,6712,5
"9586",4899183656,"Kai'Sa & Pantheon",200,TRUE,FALSE,TRUE,1,2,7,8,2,8,"Kai'Sa","Pantheon",6,9790,32.5,12594.5,9175.5,4.5
"9587",4899212165,"Kalista & Leona",100,FALSE,FALSE,FALSE,6,3,4,3,3,7,"Kalista","Leona",3.33,8334.5,31,9582,8129.5,6
"9588",4899212165,"Ashe & Maokai",200,TRUE,FALSE,TRUE,0,4,4,1,5,11,"Ashe","Maokai",1.78,7233.5,24.5,10990.5,6113,4
"9589",4899212840,"Lucian & Seraphine",100,TRUE,FALSE,TRUE,10,2,8,2,3,19,"Lucian","Seraphine",7.8,18699.5,81,19723,13454,9.5
"9590",4899212840,"Miss Fortune & Pantheon",200,FALSE,FALSE,FALSE,5,2,5,2,11,6,"Miss Fortune","Pantheon",1.38,15175.5,72.5,21558.5,11666,7.5
"9591",4899242877,"Kennen & Rakan",100,FALSE,FALSE,TRUE,4,9,0,4,8,5,"Kennen","Rakan",0.76,10055.5,31,18213.5,7312.5,4
"9592",4899242877,"Miss Fortune & Leona",200,TRUE,FALSE,FALSE,12,3,10,2,1,22,"Miss Fortune","Leona",11.5,15876,35,14778.5,10535.5,6
"9593",4899255034,"Aphelios & Thresh",100,FALSE,FALSE,TRUE,1,6,1,0,7,4,"Aphelios","Thresh",0.46,6537.5,37.5,15579,8022,3.5
"9594",4899255034,"Lucian & Galio",200,TRUE,FALSE,FALSE,0,4,4,2,4,14,"Lucian","Galio",2.5,10487.5,35.5,15986.5,9248,5.5
"9595",4899261403,"Jhin & Galio",100,TRUE,FALSE,FALSE,13,1,13,4,2,19,"Jhin","Galio",16.33,24171.5,50,19882,12637,6
"9596",4899261403,"Miss Fortune & Maokai",200,FALSE,FALSE,TRUE,2,7,5,1,10,7,"Miss Fortune","Maokai",0.88,12613,27.5,22637,7822,0
"9597",4899315922,"Yone & Senna",100,TRUE,FALSE,TRUE,12,8,8,8,7,28,"Yone","Senna",3.73,22421.5,68.5,21745,14201.5,5.5
"9598",4899315922,"Lucian & Leona",200,FALSE,FALSE,FALSE,3,10,7,4,9,17,"Lucian","Leona",1.63,10491,45,23794.5,10117,3.5
"9599",4899480593,"Yone & Seraphine",100,FALSE,FALSE,TRUE,6,7,7,1,13,8,"Yone","Seraphine",1.1,15699.5,53,24589,9535.5,10
"9600",4899480593,"Mordekaiser & Zilean",200,TRUE,FALSE,FALSE,17,3,10,3,2,23,"Mordekaiser","Zilean",10.6,24493,51,28893,13470.5,3.5
"9601",4899786074,"Kennen & Yuumi",100,FALSE,FALSE,TRUE,2,17,7,3,10,14,"Kennen","Yuumi",0.96,17042.5,54,26738,9445.5,7.5
"9602",4899786074,"Samira & Gragas",200,TRUE,FALSE,FALSE,9,6,11,3,5,24,"Samira","Gragas",4.27,12165.5,58,27053,11351,7.5
"9603",4899881982,"Aphelios & Lulu",100,FALSE,FALSE,FALSE,1,5,4,0,4,4,"Aphelios","Lulu",1,6874,32,14245.5,6992.5,4
"9604",4899881982,"Miss Fortune & Maokai",200,TRUE,FALSE,TRUE,2,2,8,4,4,16,"Miss Fortune","Maokai",5,13969,46.5,16591.5,10097.5,8
"9605",4899885144,"Samira & Rell",100,TRUE,TRUE,FALSE,10,9,16,5,7,24,"Samira","Rell",3.44,19603.5,55.5,26139,13499,10
"9606",4899885144,"Kai'Sa & Swain",200,FALSE,TRUE,TRUE,5,9,6,7,13,14,"Kai'Sa","Swain",1.45,23576.5,54,28746.5,12232.5,4
"9607",4899896189,"Jhin & Sett",100,TRUE,FALSE,FALSE,9,5,9,2,6,21,"Jhin","Sett",3.73,13011,37,17257.5,9806.5,4.5
"9608",4899896189,"Kai'Sa & Pyke",200,FALSE,FALSE,TRUE,5,7,6,3,8,4,"Kai'Sa","Pyke",1.2,11007,47,17728.5,8641.5,2
"9609",4899981838,"Kai'Sa & Thresh",100,TRUE,TRUE,FALSE,4,2,5,2,2,11,"Kai'Sa","Thresh",5.5,9451.5,43.5,8999,8810.5,6.5
"9610",4899981838,"Lucian & Sett",200,FALSE,TRUE,TRUE,2,2,1,1,4,5,"Lucian","Sett",1.5,6102.5,29,10874.5,6484.5,2.5
"9611",4900064831,"Aphelios & Lulu",100,TRUE,FALSE,TRUE,15,6,14,1,4,36,"Aphelios","Lulu",6.6,32199,75,27783.5,15676,8.5
"9612",4900064831,"Kai'Sa & Thresh",200,FALSE,FALSE,FALSE,10,9,7,3,8,22,"Kai'Sa","Thresh",2.47,22454.5,53.5,30403.5,13788,6.5
"9613",4900070017,"Samira & Galio",100,FALSE,FALSE,FALSE,0,9,7,2,5,12,"Samira","Galio",1.5,7292,20.5,16484,6037.5,3
"9614",4900070017,"Kai'Sa & Poppy",200,TRUE,FALSE,TRUE,12,4,6,4,4,15,"Kai'Sa","Poppy",4.62,14669,26,12878.5,9623.5,2.5
"9615",4900157903,"Kai'Sa & Nautilus",100,TRUE,FALSE,TRUE,6,2,8,2,3,4,"Kai'Sa","Nautilus",4,12219,59,19449.5,11586,8
"9616",4900157903,"Ezreal & Anivia",200,FALSE,FALSE,FALSE,2,7,2,1,5,4,"Ezreal","Anivia",0.75,12126,39.5,16981.5,7719,4.5
"9617",4900203077,"Ashe & Thresh",100,TRUE,FALSE,TRUE,4,4,21,3,4,21,"Ashe","Thresh",6.12,18391.5,76,24582.5,13466.5,6
"9618",4900203077,"Lucian & Bard",200,FALSE,FALSE,FALSE,4,12,5,3,9,6,"Lucian","Bard",0.86,15390,75,29513,12294.5,6.5
"9619",4900220320,"Yone & Pyke",100,TRUE,FALSE,FALSE,6,2,5,5,2,3,"Yone","Pyke",4.75,10441,24,11018,9983.5,3.5
"9620",4900220320,"Kai'Sa & Leona",200,FALSE,TRUE,TRUE,5,2,5,0,3,8,"Kai'Sa","Leona",3.6,7613,25.5,10902,7307.5,3.5
"9621",4900243612,"Vayne & Alistar",100,TRUE,FALSE,FALSE,4,3,4,1,2,14,"Vayne","Alistar",4.6,6036,33.5,11167,7557,6
"9622",4900243612,"Kalista & Rakan",200,FALSE,FALSE,TRUE,6,5,1,2,2,4,"Kalista","Rakan",1.86,7861.5,28.5,8740,8073,4
"9623",4900276907,"Lucian & Thresh",100,FALSE,TRUE,FALSE,0,17,2,2,6,18,"Lucian","Thresh",0.96,7821.5,34,18076,7463,6.5
"9624",4900276907,"Kalista & Sett",200,TRUE,TRUE,TRUE,6,8,12,3,7,6,"Kalista","Sett",1.8,8719.5,40.5,18973,9153,10
"9625",4900288239,"Samira & Karma",100,TRUE,FALSE,FALSE,3,2,6,1,2,13,"Samira","Karma",5.75,9344,32.5,8619.5,7893.5,2
"9626",4900288239,"Syndra & Maokai",200,FALSE,FALSE,TRUE,4,6,9,2,5,8,"Syndra","Maokai",2.09,7969.5,30.5,12139.5,7670,3.5
"9627",4900307738,"Kai'Sa & Thresh",100,TRUE,FALSE,FALSE,11,4,14,0,3,21,"Kai'Sa","Thresh",6.57,16265,63.5,14657,12358.5,11.5
"9628",4900307738,"Jhin & Leona",200,FALSE,FALSE,TRUE,4,10,8,4,7,9,"Jhin","Leona",1.47,11134.5,38,21328.5,10153.5,3.5
"9629",4900310034,"Ezreal & Leona",100,TRUE,FALSE,TRUE,5,2,9,3,3,11,"Ezreal","Leona",5.6,13447.5,69,12567.5,10481.5,9
"9630",4900310034,"Yone & Galio",200,FALSE,FALSE,FALSE,2,6,6,2,5,5,"Yone","Galio",1.36,7283.5,31.5,16874,7598,5
"9631",4900320031,"Miss Fortune & Maokai",100,TRUE,FALSE,TRUE,4,4,17,6,2,16,"Miss Fortune","Maokai",7.17,17135.5,41.5,17248.5,10931.5,5
"9632",4900320031,"Vayne & Bard",200,FALSE,FALSE,FALSE,2,8,6,4,7,6,"Vayne","Bard",1.2,12819.5,42.5,17482,8482,7.5
"9633",4900324629,"Aphelios & Leona",100,FALSE,FALSE,FALSE,9,8,11,4,10,14,"Aphelios","Leona",2.11,21266.5,59,28249,13412.5,3.5
"9634",4900324629,"Orianna & Maokai",200,TRUE,FALSE,TRUE,7,4,8,4,9,13,"Orianna","Maokai",2.46,24175.5,46,21519.5,12577.5,5.5
"9635",4900326449,"Kai'Sa & Pantheon",100,TRUE,FALSE,TRUE,7,2,5,2,1,9,"Kai'Sa","Pantheon",7.67,11698.5,40.5,8924.5,9069.5,2.5
"9636",4900326449,"Aphelios & Alistar",200,FALSE,FALSE,FALSE,2,5,2,1,5,5,"Aphelios","Alistar",1,6051.5,25,11396,7354.5,3.5
"9637",4900351580,"Aphelios & Thresh",100,TRUE,TRUE,FALSE,10,5,9,1,4,21,"Aphelios","Thresh",4.56,14524.5,42,13596,11068,7
"9638",4900351580,"Kalista & Karma",200,FALSE,TRUE,TRUE,9,6,3,1,5,11,"Kalista","Karma",2.18,13538,44,14120.5,10747.5,6.5
"9639",4900358875,"Jhin & Yuumi",100,TRUE,FALSE,FALSE,3,4,8,1,5,13,"Jhin","Yuumi",2.78,10387,34.5,9818.5,8033.5,3
"9640",4900358875,"Aphelios & Thresh",200,FALSE,TRUE,TRUE,5,3,9,1,5,11,"Aphelios","Thresh",3.25,8138,29,12898.5,8021,4
"9641",4900364914,"Kai'Sa & Alistar",100,TRUE,TRUE,FALSE,9,13,8,1,11,16,"Kai'Sa","Alistar",1.42,19835.5,75.5,37986.5,14420,11
"9642",4900364914,"Jhin & Nautilus",200,FALSE,TRUE,TRUE,17,5,17,1,10,24,"Jhin","Nautilus",3.93,29530,68,33434,15824.5,10.5
"9643",4900522260,"Jhin & Maokai",100,TRUE,FALSE,TRUE,11,4,6,6,5,14,"Jhin","Maokai",4.11,16909,41,16548,10845.5,4.5
"9644",4900522260,"Miss Fortune & Lux",200,FALSE,FALSE,FALSE,6,6,3,3,10,6,"Miss Fortune","Lux",1.12,11470,37,15614,9360.5,1.5
"9645",4900552793,"Samira & Leona",100,TRUE,TRUE,TRUE,18,4,7,2,3,19,"Samira","Leona",6.57,20224,64,22600.5,13494,6
"9646",4900552793,"Ezreal & Taric",200,FALSE,TRUE,FALSE,1,9,7,1,7,10,"Ezreal","Taric",1.19,12306.5,38,20925.5,8524,5
"9647",4900784850,"Samira & Nautilus",100,FALSE,FALSE,TRUE,2,7,4,2,6,3,"Samira","Nautilus",0.85,7338,27.5,13745,7184.5,3.5
"9648",4900784850,"Kai'Sa & Rakan",200,TRUE,FALSE,FALSE,9,3,13,3,4,16,"Kai'Sa","Rakan",5.86,15115,48.5,13037,10355.5,4.5
"9649",4900785837,"Tristana & Leona",100,FALSE,FALSE,FALSE,10,10,8,2,8,17,"Tristana","Leona",2.06,19517,60.5,30076.5,12687.5,6.5
"9650",4900785837,"Kai'Sa & Thresh",200,TRUE,FALSE,TRUE,10,6,15,3,4,24,"Kai'Sa","Thresh",5.2,18957.5,48,20444.5,13598.5,8.5
